Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,0.28,0.39,0,0.08,60,35,6,8,EA Bright Light,E10+
Wall-E,PS2,2008,Platform,THQ,0.21,0,0,0.54,67,8,8.4,9,Asobo Studio,E
Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,0,0.48,0.25,0.03,81,58,7.9,86,Level 5,E10+
Super Monkey Ball: Touch & Roll,DS,2005,Misc,Sega,0.69,0,0,0.06,,,,,,
Mega Man X5,PS,2000,Platform,Capcom,0.3,0.21,0.2,0.05,76,10,8.9,55,Capcom,E
Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015,Misc,Nintendo,0.03,0.66,0.02,0.04,,,,,,
Titanfall 2,PS4,2016,Shooter,Electronic Arts,0.34,0.25,0.05,0.12,89,56,8.4,704,Respawn Entertainment,M
Genji: Days of the Blade,PS3,2006,Action,Sony Computer Entertainment,0.18,0.37,0.06,0.14,55,46,5.8,30,Game Republic,T
Metal Gear Solid V: The Phantom Pain,XOne,2015,Action,Konami Digital Entertainment,0.41,0.26,0.01,0.07,95,10,7.3,900,"Kojima Productions, Moby Dick Studio",M
Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive,0.28,0.38,0,0.08,81,75,7.8,69,Rockstar San Diego,E
Drawn to Life: The Next Chapter,Wii,2009,Puzzle,THQ,0.28,0.39,0,0.08,58,22,6,8,Planet Moon Studios,E
PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,0.26,0.19,0.27,0.04,60,18,7,27,Creatures Inc.,E
DJ Hero 2,PS3,2010,Misc,Activision,0.47,0.19,0,0.1,86,46,7.8,22,FreeStyleGames,T
WWE SmackDown vs. Raw 2009,PSP,2008,Fighting,THQ,0.41,0.2,0,0.14,72,9,6,9,Yuke's,T
LEGO Batman 2: DC Super Heroes,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.28,0,0.06,72,6,5.2,25,TT Games,E10+
SoulCalibur V,PS3,2012,Fighting,Namco Bandai Games,0.35,0.23,0.07,0.09,81,53,6.7,150,Project Soul,T
Shark Tale,PS2,2004,Action,Activision,0.37,0.29,0,0.1,69,30,6.5,6,Edge of Reality,E
San Francisco Rush: Extreme Racing,N64,1997,Racing,GT Interactive,0.63,0.11,0,0.01,,,,,,
Zone of the Enders,PS2,2001,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,78,21,7.4,49,KCEJ,M
Street Fighter EX Plus Alpha,PS,1997,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05,,,,,,
Kane & Lynch: Dead Men,PS3,2007,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,,,,,,
Deer Drive,Wii,2009,Sports,Big Ben Interactive,0.66,0.04,0,0.05,,,,,Kouyousha,T
Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.45,0.11,0.1,82,56,7.2,386,Konami,E
Tony Hawk's Underground 2,XB,2004,Sports,Activision,0.48,0.24,0,0.03,83,55,7.8,12,Neversoft Entertainment,T
Madden NFL 06,PSP,2005,Sports,Electronic Arts,0.69,0,0,0.06,75,23,7.9,16,EA Tiburon,E
We Sing,Wii,2009,Misc,Nordic Games,0,0.67,0,0.08,,,,,,
Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft,0.21,0.46,0,0.08,62,24,7.6,14,Ubisoft,E10+
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,81,22,7.9,27,Capcom,T
MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,0.62,0.02,0,0.1,76,27,9,18,EA Canada,E
Turok,X360,2008,Action,Touchstone,0.46,0.2,0.01,0.07,69,63,7.1,120,Propaganda Games,M
Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,0.33,0.23,0.08,0.11,,,,,,
Coded Arms,PSP,2005,Shooter,Konami Digital Entertainment,0.28,0.29,0,0.17,59,42,6.5,61,Konami,T
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.38,0.03,0.3,0.04,80,47,6.9,106,Square Enix,E10+
Jump Ultimate Stars,DS,2006,Fighting,Nintendo,0,0,0.74,0,,,,,,
Jampack Summer 2001,PS2,2001,Misc,Sony Computer Entertainment,0.36,0.28,0,0.1,,,,,,
The Lord of the Rings: Conquest,PS3,2009,Action,Electronic Arts,0.38,0.25,0,0.11,54,45,7.1,57,Pandemic Studios,T
Band Hero,PS3,2009,Misc,Activision,0.41,0.23,0,0.11,76,45,5.7,9,Neversoft Entertainment,E10+
Burnout,PS2,2001,Racing,Acclaim Entertainment,0.36,0.28,0,0.1,79,25,7.7,33,Criterion Games,E
Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,0.66,0.02,0,0.06,63,37,7.9,31,Jupiter Corporation,E
Rhythm Heaven: The Best+,3DS,2015,Misc,Nintendo,0,0.03,0.72,0,,,,,,
Yu-Gi-Oh! Dungeon Dice Monsters,GBA,2001,Misc,Konami Digital Entertainment,0.42,0.16,0.15,0.01,,,,,,
The Godfather II,PS3,2009,Action,Electronic Arts,0.41,0.21,0.01,0.1,67,53,7.2,50,EA Redwood Shores,M
Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,0.67,0.01,0,0.06,70,19,8.8,31,JGI Entertainment,M
Need for Speed: Shift,PSP,2009,Racing,Electronic Arts,0.16,0.37,0.01,0.21,69,11,6.5,31,EA Bright Light,E
Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.18,0.01,0.07,91,30,7.9,915,From Software,T
Sega Superstars Tennis,DS,2008,Sports,Sega,0.29,0.37,0,0.08,65,19,,,Sumo Digital,E
Assassin's Creed: Revelations,PC,2011,Action,Ubisoft,0.14,0.48,0,0.12,80,20,7.4,771,Ubisoft Montreal,M
Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,0.29,0.27,0.06,0.11,,,,,,
[Prototype 2],PS3,2012,Action,Activision,0.36,0.28,0,0.1,79,39,6.8,179,Radical Entertainment,M
Midnight Club 3: DUB Edition,XB,2005,Racing,Take-Two Interactive,0.61,0.1,0,0.03,84,53,7.4,40,Rockstar San Diego,E10+
Resident Evil: Revelations,PS3,2013,Action,Capcom,0.14,0.29,0.22,0.09,74,30,7.2,204,Capcom,M
Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,0.42,0.19,0,0.13,60,20,7.1,31,Ubisoft Montreal,T
The Lord of the Rings: The Two Towers,GBA,2002,Action,Electronic Arts,0.53,0.2,0,0.01,,,,,,
Tiger Woods PGA Tour 2001,PS2,2001,Sports,Electronic Arts,0.36,0.28,0,0.09,74,19,,,Stormfront Studios,E
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015,Action,Square Enix,0.17,0.13,0.37,0.06,,,,,,
Red Faction: Guerrilla,PS3,2009,Shooter,THQ,0.33,0.27,0.02,0.12,85,56,8.1,136,Volition Inc.,M
The Elder Scrolls V: Skyrim,XOne,2016,Role-Playing,Bethesda Softworks,0.41,0.27,0,0.07,,,,,,
Jet Moto 3,PS,1999,Racing,Sony Computer Entertainment,0.41,0.28,0,0.05,,,,,,
Ace Combat: Assault Horizon,PS3,2011,Action,Namco Bandai Games,0.3,0.15,0.22,0.07,77,28,6.7,82,Project Aces,T
X-Men Origins: Wolverine - Uncaged Edition,PS3,2009,Action,Activision,0.31,0.31,0,0.12,,,,,,
Unreal Championship,XB,2002,Shooter,Atari,0.59,0.12,0,0.03,83,29,8.2,24,Digital Extremes,M
WarioWare: Twisted!,GBA,2005,Puzzle,Unknown,0.16,0.06,0.5,0.02,,,,,,
Lego Batman 3: Beyond Gotham,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.28,0,0.12,,,6.7,11,TT Games,E10+
Crysis 2,PC,2011,Action,Electronic Arts,0.16,0.45,0,0.13,86,42,6.8,1594,Crytek,M
Tales of Vesperia,X360,2008,Role-Playing,Atari,0.32,0.17,0.19,0.05,79,67,8.2,264,Bandai Namco Games,T
MLB 13: The Show,PS3,2013,Sports,Sony Computer Entertainment,0.67,0,0,0.07,87,36,7.8,114,SCEA San Diego Studios,E
LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,82,8,8,71,TT Games,E10+
Namco Museum Remix,Wii,2007,Misc,Atari,0.68,0,0,0.05,49,18,6.3,4,TOSE,E
NBA 2K16,PS3,2015,Sports,Take-Two Interactive,0.45,0.12,0.03,0.13,,,4.6,13,Visual Concepts,E
Sword of Mana,GBA,2003,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,72,31,8.3,25,Brownie Brown,E
FIFA 17,PS3,2016,Sports,Electronic Arts,0.05,0.55,0.03,0.1,,,3.3,21,"EA Sports, EA Vancouver",E
Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,Activision,0.49,0.15,0,0.09,74,48,7.3,51,Vicarious Visions,T
Dragon Age: Inquisition,PC,2014,Role-Playing,Electronic Arts,0.33,0.34,0,0.06,85,45,5.9,3926,BioWare,M
Resonance of Fate,PS3,2010,Role-Playing,Sega,0.2,0.21,0.24,0.08,72,42,8,136,Tri-Ace,T
Madagascar: Escape 2 Africa,DS,2008,Action,Activision,0.41,0.25,0,0.07,55,6,,,Amaze Entertainment,E
Pirates of the Caribbean: At World's End,PS3,2007,Action,Disney Interactive Studios,0.17,0.41,0,0.15,55,24,6.9,19,Eurocom Entertainment Software,T
FIFA: Road to World Cup 98,PS,1997,Sports,Electronic Arts,0.14,0.09,0.46,0.05,,,,,,
The Amazing Spider-Man (Console Version),X360,2012,Action,Activision,0.43,0.24,0,0.06,,,,,,
Dragon Ball Z: Ultime Menace,SNES,1993,Fighting,Namco Bandai Games,0,0,0.73,0,,,,,,
The Walking Dead: Season One,X360,2012,Adventure,Avanquest Software,0.55,0.13,0,0.05,,,,,,
Tiger Woods PGA Tour 08,PS3,2007,Sports,Electronic Arts,0.22,0.37,0,0.14,79,30,6.6,7,EA Salt Lake,E
Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo,0.4,0.15,0.17,0.01,55,15,4.8,4,Nintendo,E
Harvest Moon: Animal Parade,Wii,2008,Simulation,Rising Star Games,0.58,0.08,0.02,0.05,76,10,8.9,20,Natsume,E
Split/Second,PS3,2010,Racing,Disney Interactive Studios,0.31,0.3,0.01,0.11,,,,,,
Yoshi,GB,1991,Puzzle,Nintendo,0,0,0.73,0,,,,,,
Mortal Kombat 4,N64,1998,Fighting,GT Interactive,0.55,0.17,0,0.01,,,,,,
WWE SmackDown vs. Raw 2010,Wii,2009,Fighting,THQ,0.49,0.17,0,0.06,78,11,7.7,9,Yuke's,T
Style Savvy: Trendsetters,3DS,2012,Simulation,Nintendo,0.16,0.02,0.53,0.01,76,5,8,15,syn Sophia,E
Croc 2,PS,1999,Platform,Fox Interactive,0.41,0.28,0,0.05,,,,,,
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.29,0.02,0.06,79,50,6.3,268,Square Enix,T
Practise English!,DS,2007,Misc,Nintendo,0,0,0.73,0,,,,,,
Oddworld: Munch's Oddysee,XB,2001,Platform,Atari,0.54,0.16,0,0.03,80,30,8.7,32,Oddworld Inhabitants,T
Persona 4: Arena,PS3,2012,Fighting,Atlus,0.3,0.11,0.24,0.07,86,47,7.7,180,Arc System Works,T
Berzerk,2600,1981,Shooter,Atari,0.68,0.04,0,0.01,,,,,,
Brink,PS3,2011,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,72,39,5.8,168,Splash Damage,T
NHL 11,X360,2010,Sports,Electronic Arts,0.61,0.07,0,0.05,88,49,7.7,71,Electronic Arts,E10+
NCAA Football 07,X360,2006,Sports,Electronic Arts,0.67,0,0,0.06,79,43,6.9,20,EA Sports,E
Just Dance Wii,Wii,2011,Misc,Nintendo,0,0,0.73,0,,,,,,
Full Spectrum Warrior,XB,2004,Strategy,THQ,0.54,0.16,0,0.03,84,67,8.7,27,Pandemic Studios,M
LEGO Marvel's Avengers,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.26,0.35,0,0.12,71,70,7,87,TT Games,E10+
Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,86,55,9,86,Namco,E
Just Dance 2015,WiiU,2014,Misc,Ubisoft,0.38,0.29,0,0.06,75,6,6.6,26,Ubisoft,E10+
Beyblade VForce: Ultimate Blader Jam,GBA,2003,Action,Atari,0.52,0.19,0,0.01,,,,,Takara,E
LEGO Dimensions,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.24,0.37,0,0.12,80,53,7.1,65,Traveller's Tales,E10+
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,Namco Bandai Games,0.27,0.24,0.14,0.08,74,23,7.1,83,"CyberConnect2, Racjin",T
Shaun Palmer's Pro Snowboarder,PS2,2001,Sports,Codemasters,0.36,0.28,0,0.09,64,17,8.7,13,Dearsoft,E
James Bond 007: Agent Under Fire,GC,2002,Shooter,Electronic Arts,0.56,0.15,0,0.02,74,16,6.8,25,Electronic Arts,T
Harvest Moon DS: Island of Happiness,DS,2007,Simulation,Rising Star Games,0.43,0.01,0.25,0.04,65,15,7,22,TOSE,E
Star Wars Episode III: Revenge of the Sith,GBA,2005,Action,Ubisoft,0.52,0.19,0,0.01,73,13,7.5,12,Ubisoft,E10+
Ultimate Spider-Man,PS2,2005,Action,Activision,0.6,0.02,0,0.1,74,52,7.9,54,Treyarch,T
Monopoly Streets,Wii,2010,Misc,Electronic Arts,0.23,0.42,0,0.08,65,9,5.2,5,Electronic Arts,E
Imagine: Interior Designer,DS,2008,Simulation,Ubisoft,0.34,0.31,0,0.08,,,,,Ubisoft,E
Ratchet & Clank Collection,PS3,2012,Action,Sony Computer Entertainment,0.47,0.13,0.02,0.1,,,,,,
SD Gundam G Generation,PS,1998,Strategy,Namco Bandai Games,0,0,0.67,0.05,,,,,,
Rabbids Go Home,DS,2009,Platform,Ubisoft,0.35,0.3,0,0.07,70,7,,,Ubisoft Montpellier,E
God Eater,PSP,2010,Action,Unknown,0,0,0.72,0,,,,,,
Area 51,PS,1996,Shooter,GT Interactive,0.4,0.27,0,0.05,,,,,,
Total War: Rome II,PC,2013,Strategy,Sega,0.12,0.53,0,0.07,76,71,4.2,3742,Creative Assembly,T
NBA Live 08,PS2,2007,Sports,Electronic Arts,0.59,0.02,0.01,0.1,68,10,6.6,9,EA Canada,E
Star Ocean: The Last Hope International,PS3,2010,Role-Playing,Square Enix,0.28,0.15,0.22,0.07,74,45,6.7,155,"Square Enix, Tri-Ace",T
Dead to Rights,XB,2002,Shooter,Electronic Arts,0.53,0.17,0,0.03,73,39,8.9,16,Namco,M
Indiana Jones and the Staff of Kings,Wii,2009,Action,Activision,0.36,0.29,0,0.07,55,32,7,28,Artificial Mind and Movement,T
Tiger Woods PGA Tour 07,PS2,2006,Sports,Electronic Arts,0.6,0.02,0,0.1,79,33,6,8,EA Redwood Shores,E
My Little Pony: Pinkie Pie's Party,DS,2008,Adventure,THQ,0.66,0,0,0.06,,,0,4,THQ,E
Test Drive 6,PS,1999,Racing,Atari,0.4,0.27,0,0.05,,,,,,
Major League Baseball 2K7,X360,2007,Sports,Spike,0.67,0,0,0.06,79,31,7.1,34,Kush Games,E
Kouchuu Ouja Mushi King,GBA,2005,Action,Sega,0,0,0.7,0.02,,,,,,
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,0.34,0.07,0.27,0.04,83,56,8.1,169,Atlus,M
MLB 14: The Show,PS4,2014,Sports,Sony Computer Entertainment America,0.58,0,0,0.14,83,17,7.7,205,SCEA San Diego Studios,E
X-Men: Mutant Academy 2,PS,2001,Fighting,Activision,0.4,0.27,0,0.05,72,12,8.4,18,Paradox Development,T
Kirby: Canvas Curse,DS,2005,Platform,Nintendo,0.36,0,0.32,0.03,86,48,8.2,87,HAL Labs,E
Jampack Winter 2001,PS2,2001,Misc,Sony Computer Entertainment,0.35,0.28,0,0.09,,,,,,
Kangaroo,2600,1982,Platform,Atari,0.67,0.04,0,0.01,,,,,,
Madden NFL 10,Wii,2009,Sports,Electronic Arts,0.62,0.04,0,0.06,77,23,7.2,24,EA Tiburon,E
MLB 09: The Show,PS3,2009,Sports,Sony Computer Entertainment,0.66,0,0,0.06,90,27,8.1,61,SCEA San Diego Studios,E
Borderlands: The Pre-Sequel,X360,2014,Shooter,Take-Two Interactive,0.46,0.19,0.01,0.07,74,16,6.4,161,2K Australia,M
Disney Infinity 3.0,PS4,2015,Action,Disney Interactive Studios,0.24,0.37,0,0.12,,,,,,
Madden NFL 11,Wii,2011,Sports,Unknown,0.68,0,0,0.04,75,6,5.4,7,EA Tiburon,E
Super Monkey Ball Jr.,GBA,2002,Puzzle,Atari,0.51,0.19,0,0.01,82,20,8.6,11,Realism Ltd,E
The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Namco Bandai Games,0.21,0.46,0,0.05,93,32,9.3,10665,CD Projekt Red Studio,M
F1 2011,X360,2011,Racing,Codemasters,0.11,0.5,0.01,0.09,84,61,7.1,54,Codemasters,E
Mobile Suit Gundam: Encounters in Space,PS2,2003,Simulation,Namco Bandai Games,0.05,0.04,0.61,0.01,66,10,8.5,37,Bandai,T
MLB 10: The Show,PS3,2010,Sports,Sony Computer Entertainment,0.66,0,0,0.06,91,33,8.3,107,SCEA,E
MX vs. ATV Reflex,X360,2009,Racing,THQ,0.52,0.14,0,0.06,75,47,6.6,30,Rainbow Studios,E
Blur,PS3,2010,Racing,Activision,0.22,0.36,0.02,0.12,81,58,8.2,86,Bizarre Creations,E10+
Avatar: The Game,Wii,2009,Action,Ubisoft,0.32,0.32,0,0.07,,,,,,
Fear Effect,PS,1998,Action,Eidos Interactive,0.4,0.27,0,0.05,,,,,,
Battlefield: Bad Company 2,PC,2010,Shooter,Electronic Arts,0.19,0.53,0,0,87,46,8.3,1467,EA DICE,M
DiRT 3,X360,2011,Racing,Codemasters,0.23,0.4,0.01,0.08,87,81,7.1,166,Codemasters,T
The Lord of the Rings: The Two Towers,XB,2002,Action,Electronic Arts,0.45,0.24,0,0.03,79,17,8.1,18,Stormfront Studios,T
Madden NFL 2003,XB,2002,Sports,Electronic Arts,0.67,0.02,0,0.03,92,16,8.3,16,EA Tiburon,E
Skate,X360,2007,Sports,Electronic Arts,0.62,0.03,0,0.06,86,59,8.4,137,EA Black Box,T
iCarly,DS,2009,Adventure,Activision,0.66,0.01,0,0.05,,,8.3,6,Human Soft,E
XCOM: Enemy Unknown,PC,2012,Strategy,Take-Two Interactive,0.27,0.36,0,0.08,89,57,8.2,2235,Firaxis Games,M
Ben 10: Protector of Earth,PSP,2007,Action,D3Publisher,0.23,0.3,0,0.18,60,4,7.2,23,High Voltage Software,E10+
Virtua Fighter 4: Evolution,PS2,2003,Fighting,Sega,0.35,0.27,0,0.09,93,30,9,48,Sega,T
Crysis,PC,2007,Shooter,Electronic Arts,0,0.69,0,0.02,91,56,8,1970,Crytek,M
Resident Evil: Survivor,PS,2000,Action,Eidos Interactive,0.23,0.15,0.29,0.05,39,10,7,47,Capcom,M
The Sims 2: Castaway,DS,2007,Simulation,Electronic Arts,0.62,0.04,0,0.06,66,8,4,5,Full Fat,E
Super Trucks Racing,PS2,2002,Racing,Jester Interactive,0.35,0.27,0,0.09,66,8,,,Jester Interactive,E
Godzilla: Destroy All Monsters Melee,GC,2002,Fighting,Atari,0.55,0.14,0,0.02,73,30,7.8,23,"Pipeworks Software, Inc.",T
Jeremy McGrath Supercross 2000,PS,2000,Racing,Acclaim Entertainment,0.4,0.27,0,0.05,43,11,,,Acclaim,E
Conker: Live And Reloaded,XB,2005,Adventure,Microsoft Game Studios,0.49,0.2,0,0.02,,,,,,
Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,0.35,0.27,0,0.09,85,41,8.8,315,KCET,M
Yu-Gi-Oh! The Falsebound Kingdom,GC,2002,Strategy,Konami Digital Entertainment,0.49,0.13,0.07,0.02,,,,,,
Spyro: Enter the Dragonfly,GC,2002,Platform,Universal Interactive,0.55,0.14,0,0.02,48,13,5.1,24,Equinoxe,E
Scooby-Doo 2: Monsters Unleashed,GBA,2004,Action,THQ,0.51,0.19,0,0.01,46,5,,,Altron,E
Power Rangers: Dino Thunder,PS2,2004,Action,THQ,0.35,0.27,0,0.09,49,6,6.2,5,Pacific Coast Power & Light,E
Madden NFL 08,PSP,2007,Sports,Electronic Arts,0.6,0.04,0,0.07,75,10,6.8,8,EA Tiburon,E
Blast Corps,N64,1997,Action,Nintendo,0.39,0.09,0.17,0.06,,,,,,
LEGO Racers,N64,1999,Racing,LEGO Media,0.51,0.18,0,0.01,,,,,,
WWF Attitude,N64,1999,Fighting,Acclaim Entertainment,0.57,0.13,0,0.01,,,,,,
Tactics Ogre: Let Us Cling Together,SNES,1995,Role-Playing,Quest,0,0,0.71,0,,,,,,
Madden NFL 09,PSP,2008,Sports,Electronic Arts,0.65,0,0,0.06,68,8,6.5,4,EA Tiburon,E
"WarioWare, Inc.: Mega Party Game$",GC,2003,Puzzle,Nintendo,0.2,0.05,0.44,0.02,,,,,,
NBA Live 09,X360,2008,Sports,Electronic Arts,0.5,0.14,0,0.07,77,32,7.4,14,EA Canada,E
Battle Arena Toshinden 2,PS,1995,Fighting,Sony Computer Entertainment,0.15,0.1,0.41,0.05,,,,,,
Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games,0.24,0.27,0.09,0.1,73,54,7.8,117,Dimps Corporation,T
Dynasty Warriors 6,PS3,2007,Action,Tecmo Koei,0.18,0.07,0.41,0.04,59,31,7.3,49,"Koei, Omega Force",T
Jeopardy!,PS,1997,Misc,Hasbro Interactive,0.39,0.27,0,0.05,,,,,,
South Park,PS,1998,Shooter,Acclaim Entertainment,0.39,0.27,0,0.05,,,,,,
NCAA Football 09,X360,2008,Sports,Electronic Arts,0.65,0,0,0.05,83,24,7.7,26,EA Tiburon,E
Doom 3: Resurrection of Evil,XB,2005,Shooter,Activision,0.53,0.15,0,0.03,77,41,7.9,16,"id Software, Nerve Software",M
SSX,X360,2012,Sports,Electronic Arts,0.38,0.26,0,0.06,82,65,6.4,186,EA Canada,E
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,65,43,5.9,21,"Eighting, Genius Sonority Inc.",T
Two Worlds,X360,2007,Role-Playing,SouthPeak Games,0.41,0.22,0,0.07,50,44,5.5,182,Reality Pump,M
Tony Hawk's Underground,GC,2003,Sports,Activision,0.54,0.14,0,0.02,89,19,8.5,24,Neversoft Entertainment,T
Spider-Man 2,PSP,2005,Action,Activision,0.35,0.21,0,0.14,67,43,6.9,8,Vicarious Visions,T
Super Bomberman 3,SNES,1994,Puzzle,Hudson Soft,0,0,0.7,0,,,,,,
NCAA Football 08,X360,2007,Sports,Electronic Arts,0.65,0,0,0.05,81,30,7.8,44,EA Sports,E
Command & Conquer: Red Alert Retaliation,PS,1998,Strategy,Virgin Interactive,0.39,0.27,0,0.05,,,,,,
Skylanders: Trap Team,WiiU,2014,Action,Activision,0.38,0.26,0,0.06,86,4,7.1,18,Toys for Bob,E10+
Star Wars: Obi-Wan,XB,2001,Action,Activision,0.52,0.16,0,0.02,58,28,5.9,14,LucasArts,T
Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,Capcom,0.23,0.14,0.3,0.04,78,51,8.4,79,Capcom,T
Kill.Switch,PS2,2003,Shooter,Sony Computer Entertainment,0.34,0.27,0,0.09,73,33,8.3,19,Namco,T
Catherine,PS3,2011,Adventure,Deep Silver,0.3,0.14,0.2,0.06,79,61,8.1,372,Atlus,M
Madden NFL 2005,GC,2004,Sports,Electronic Arts,0.54,0.14,0,0.02,90,26,,,EA Tiburon,E
F-14 Tomcat,GBA,2001,Action,Majesco Entertainment,0.5,0.19,0,0.01,67,8,,,Virtucraft,E
SplashDown,PS2,2001,Racing,Atari,0.34,0.27,0,0.09,84,22,8.2,11,Rainbow Studios,E
NCAA Football 98,PS,1997,Sports,Electronic Arts,0.39,0.27,0,0.05,,,,,,
Jade Empire,XB,2005,Role-Playing,Microsoft Game Studios,0.48,0.19,0,0.03,89,84,8.6,113,BioWare,M
Infinite Undiscovery,X360,2008,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,68,60,7,158,Tri-Ace,T
FIFA Soccer 11,DS,2010,Sports,Electronic Arts,0.13,0.49,0,0.08,63,5,,,EA Sports,E
Chocobo's Dungeon 2,PS,1998,Role-Playing,SquareSoft,0.04,0.03,0.58,0.05,,,,,,
Call of Duty: Ghosts,PC,2013,Shooter,Activision,0.23,0.41,0,0.05,,,,,,
Lego Star Wars: The Force Awakens,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.16,0.43,0.01,0.11,78,61,7.5,91,TT Games,E10+
NHL 12,X360,2011,Sports,Electronic Arts,0.55,0.1,0,0.05,86,56,7,72,Electronic Arts,E10+
Advance Wars,GBA,2001,Strategy,Nintendo,0.5,0.19,0,0.01,92,28,9,95,Intelligent Systems,E
NASCAR 2001,PS2,2000,Racing,Electronic Arts,0.34,0.27,0,0.09,66,16,6.6,9,EA Sports,E
NCAA Football 2001,PS,2000,Sports,Electronic Arts,0.39,0.26,0,0.05,,,,,,
WWE SmackDown vs. Raw 2011,PSP,2010,Fighting,THQ,0.22,0.31,0,0.17,,,6.7,7,Yuke's,T
Mafia,PS2,2004,Action,Illusion Softworks,0.34,0.27,0,0.09,65,30,7.6,62,Illusion Softworks,M
Hannah Montana: The Movie,DS,2009,Adventure,Disney Interactive Studios,0.38,0.25,0,0.07,,,,,n-Space,E
Ape Escape: On the Loose,PSP,2005,Platform,Sony Computer Entertainment,0.52,0,0.12,0.05,66,35,6.4,16,"SCEA, Sims",E
Mobile Suit Gundam: Journey to Jaburo,PS2,2000,Simulation,Namco Bandai Games,0.16,0.13,0.36,0.04,58,16,8.1,49,Bandai,T
MLB 08: The Show,PS3,2008,Sports,Sony Computer Entertainment,0.64,0,0,0.05,85,33,8.7,76,SCEA San Diego Studios,E
TimeSplitters 2,PS2,2002,Shooter,Eidos Interactive,0.34,0.27,0,0.09,90,33,8.8,127,Free Radical Design,T
Omerta: City of Gangsters,X360,2011,Simulation,Konami Digital Entertainment,0.42,0.22,0,0.06,43,18,3.3,25,Kalypso,T
Driver: San Francisco,X360,2011,Racing,Ubisoft,0.25,0.37,0,0.07,80,63,7.6,130,Ubisoft Reflections,T
Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Adventure,Nintendo,0.37,0.14,0.17,0.01,73,8,7.5,39,Nintendo,E
Fire Emblem: Monsh? no Nazo,SNES,1994,Role-Playing,Nintendo,0,0,0.7,0,,,,,,
Disney's Chicken Little,GBA,2005,Platform,Disney Interactive Studios,0.5,0.18,0,0.01,71,6,,,Artificial Mind and Movement,E
James Bond 007: Blood Stone,PS3,2010,Shooter,Activision,0.18,0.36,0.02,0.13,65,49,7.4,45,Bizarre Creations,T
King Kong,2600,1981,Action,Tigervision,0.65,0.04,0,0.01,,,,,,
Minecraft: Story Mode,PS4,2015,Adventure,Mojang,0.25,0.33,0,0.11,,,,,,
Moto Racer 2,PS,1997,Racing,Electronic Arts,0.39,0.26,0,0.05,,,,,,
Metal Gear Solid: Portable Ops Plus,PSP,2007,Action,Konami Digital Entertainment,0.26,0,0.26,0.17,65,19,7.5,27,Kojima Productions,T
