Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
F.E.A.R. 2: Project Origin,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0,0.05,77,68,8,114,Monolith Productions,M
Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,0.17,0,0.33,0.02,69,27,8.2,21,ChunSoft,E
GT Pro Series,Wii,2006,Racing,Ubisoft,0.46,0.01,0.02,0.04,41,15,4,21,MTO,E
Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.28,0.19,0,0.05,79,51,7.8,19,EA Sports,E
The Golden Compass,PS2,2007,Action,Sega,0.13,0,0,0.39,46,10,5.2,6,Shiny Entertainment,E10+
Final Fantasy Chronicles,PS,2001,Role-Playing,Square,0.29,0.2,0,0.03,89,15,9.1,37,TOSE,T
F1 2009,PSP,2009,Racing,Codemasters,0.08,0.29,0,0.16,68,23,7.2,14,Sumo Digital,E
Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,0.29,0.2,0,0.03,73,19,8.5,36,Sony Bend,M
Metal Gear Solid 2: Substance,PS2,2002,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,87,17,9,126,KCEJ,M
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,0.02,68,46,7.1,93,Bandai Namco Games,T
NBA Live 08,X360,2007,Sports,Electronic Arts,0.47,0,0,0.04,73,37,5.3,19,EA Canada,E
Guinness World Records: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,0.47,0.01,0,0.04,70,4,,,TT Fusion,E
We Love Katamari,PS2,2005,Puzzle,Electronic Arts,0.26,0.2,0,0.07,86,61,8.9,51,Namco,E
Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0,0.04,79,26,6.9,22,Double Fine Productions,E
NCAA Football 2003,XB,2002,Sports,Electronic Arts,0.39,0.11,0,0.02,90,14,8.2,15,EA Sports,E
We Cheer,Wii,2008,Simulation,505 Games,0.47,0,0,0.04,56,12,7.3,13,"Machatin, Inc.",E10+
Madden NFL 07,PS3,2006,Sports,Electronic Arts,0.47,0,0.01,0.04,76,25,4.2,22,EA Tiburon,E
Ready 2 Rumble Boxing: Round 2,PS,2000,Fighting,Midway Games,0.29,0.2,0,0.03,68,5,,,Point of View,T
LEGO Jurassic World,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.27,0.19,0.02,0.04,71,5,8.1,14,TT Games,E10+
Mega Man 6,NES,1993,Platform,Capcom,0.28,0.07,0.16,0.01,,,,,,
NBA Live 09,PS3,2008,Sports,Electronic Arts,0.46,0,0.02,0.04,75,32,7.8,15,EA Canada,E
FIFA 12,PSP,2011,Sports,Electronic Arts,0.12,0.25,0.02,0.13,,,,,,
Mission: Impossible,PS,1999,Action,Infogrames,0.29,0.2,0,0.03,,,,,,
Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.18,0.25,0,0.08,61,33,3.7,78,EA Tiburon,E
SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,0.09,0.31,0,0.11,65,21,3.9,8,SCEE London Studio,T
Rival Schools: United By Fate,PS,1998,Fighting,Capcom,0.12,0.08,0.28,0.03,,,,,,
Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.18,0.24,0.02,0.08,68,45,6.6,425,"City Interactive, Deck 13",M
Swing Away Golf,PS2,2000,Sports,Electronic Arts,0.17,0.13,0.18,0.04,78,15,,,T&E Soft,E
J-League Pro Soccer Club o Tsukurou! 3,PS2,2003,Sports,Sega,0,0,0.52,0,,,,,,
Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.02,0.06,82,43,7.1,96,Crystal Dynamics,T
Freedom Fighters,PS2,2003,Shooter,Electronic Arts,0.25,0.2,0,0.07,81,26,8.4,57,Io Interactive,T
Silent Hill: Origins,PSP,2007,Action,Konami Digital Entertainment,0.22,0.15,0.04,0.1,78,40,7.8,107,"Climax Group, Climax Studios",M
Gun,XB,2005,Shooter,Activision,0.38,0.12,0,0.02,79,55,7.8,29,Neversoft Entertainment,M
That's So Raven 2: Supernatural Style,GBA,2005,Adventure,Disney Interactive Studios,0.37,0.14,0,0.01,52,5,,,Artificial Mind and Movement,E
Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,0.46,0.01,0,0.04,74,22,8.1,22,EA Chicago,T
The Punisher,PS2,2005,Action,THQ,0.25,0.2,0,0.07,68,44,8.2,56,Volition Inc.,M
Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo,0.22,0.13,0.12,0.04,73,72,8,227,HAL Labs,E
Front Mission 3,PS,1999,Strategy,SquareSoft,0.1,0.07,0.31,0.03,,,,,,
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006,Misc,Nintendo,0,0,0.52,0,,,,,,
SSX On Tour,PS2,2005,Sports,Electronic Arts,0.25,0.2,0,0.07,80,41,7.9,26,EA Canada,E
 Frozen: Olaf's Quest,DS,2013,Platform,Disney Interactive Studios,0.21,0.26,0,0.04,,,,,,
Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,0.33,0.03,0.11,0.04,78,51,7.5,150,Nippon Ichi Software,T
Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,0.37,0.14,0,0.01,90,20,8,6,Vicarious Visions,E
Way of the Samurai 3,PS3,2008,Action,Gamebridge,0.18,0.08,0.22,0.04,58,18,7.9,22,Acquire,M
The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,0.46,0.05,0,0,78,29,8.6,35,Maxis,T
Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,0.32,0.03,0.15,0.03,77,14,7.9,30,Neverland,E
Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,0.37,0.14,0,0.01,69,11,8.1,12,Griptonite Games,E
Omega Boost,PS,1999,Shooter,Sony Computer Entertainment,0.17,0.11,0.2,0.03,,,,,,
NFL 2K3,XB,2002,Sports,Sega,0.38,0.11,0,0.02,,,,,,
Cars 2,PS3,2011,Racing,Disney Interactive Studios,0.22,0.21,0,0.09,,,,,,
Go Diego Go! Safari Rescue,Wii,2008,Action,Take-Two Interactive,0.47,0,0,0.04,,,,,,
SimAnimals,DS,2009,Simulation,Electronic Arts,0.26,0.2,0,0.05,70,10,7.5,4,Electronic Arts,E
NBA Live 2002,PS,2001,Sports,Electronic Arts,0.29,0.19,0,0.03,81,6,8.8,9,EA Canada,E
Jampack Winter 2002,PS2,2002,Misc,Sony Computer Entertainment,0.25,0.2,0,0.07,,,,,,
LEGO Marvel Super Heroes,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.11,0.29,0,0.11,,,,,,
Way of the Samurai,PS2,2002,Action,Eidos Interactive,0.13,0.1,0.25,0.03,74,22,8.2,19,Acquire,M
The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,71,56,6.1,113,HexaDrive,M
Sonic & All-Stars Racing Transformed,WiiU,2012,Racing,Sega,0.19,0.26,0.02,0.04,,,,,,
Kung Fu Panda,PS3,2008,Action,Activision,0.21,0.21,0,0.09,76,23,7.3,18,"Luxoflux, Inc.",E10+
Classic Word Games,DS,2009,Misc,Ubisoft,0.09,0.36,0,0.06,,,,,Ubisoft,E
Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,0.32,0.15,0,0.04,59,35,5.5,22,Blitz Games Studios,E
Fishing Derby,2600,2005,Sports,Activision,0.48,0.03,0,0.01,,,,,,
Pac-Man Fever,PS2,2001,Misc,Sony Computer Entertainment,0.25,0.2,0,0.07,47,14,6.3,7,Mass Media,E
Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,0.36,0.11,0,0.04,70,26,7.7,14,"Jupiter Corporation, Jupiter Multimedia",E10+
International Track & Field,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,,,,,,
HSX HyperSonic.Xtreme,PS2,2002,Racing,Midas Interactive Entertainment,0.25,0.2,0,0.07,53,17,8.4,8,Blade Interactive,E
Lair,PS3,2007,Action,Sony Computer Entertainment,0.36,0.03,0.08,0.04,53,55,6.4,229,"Factor 5, SCE/WWS",T
Madden NFL 2004,GC,2003,Sports,Electronic Arts,0.4,0.1,0,0.01,94,19,7.7,17,EA Tiburon,E
Jikkyou Powerful Pro Yakyuu 10,PS2,2003,Sports,Konami Digital Entertainment,0,0,0.51,0,,,,,,
Summoner,PS2,2000,Role-Playing,THQ,0.25,0.2,0,0.07,74,16,7.8,12,Volition Inc.,T
Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,0.15,0.08,0.22,0.06,77,71,8.2,298,"SCE Japan Studio, comcept",M
Virtual Pool,PS,1997,Sports,Interplay,0.28,0.19,0,0.03,,,,,,
DC Universe Online,PS3,2011,Role-Playing,Sony Online Entertainment,0.35,0.11,0,0.06,67,46,7.4,139,WBIE,T
Jam With the Band,DS,2008,Misc,Nintendo,0,0,0.51,0,,,,,,
NBA Live 07,PSP,2006,Sports,Electronic Arts,0.47,0,0,0.04,64,9,7.5,4,EA Sports,E
IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,0.23,0.23,0,0.05,80,43,8.4,18,Gaijin Entertainment,T
100 All-Time Favorites,DS,2009,Puzzle,Ubisoft,0.35,0.12,0,0.04,,,6.2,6,Ubisoft,E
The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,0.28,0.15,0,0.08,34,14,3.6,196,Terminal Reality,M
Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive,0.47,0,0,0.04,76,26,7.6,38,Visual Concepts,E
Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,0.25,0.21,0,0.05,69,18,7.4,13,Etranges Libellules,E10+
Ratatouille,PS3,2007,Action,THQ,0.09,0.32,0,0.1,55,8,4.8,4,Heavy Iron Studios,E
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005,Misc,THQ,0.37,0.14,0,0.01,,,,,,
Wrecking Crew,NES,1985,Platform,Nintendo,0,0,0.51,0,,,,,,
Rugrats: Scavenger Hunt,N64,1999,Misc,THQ,0.41,0.09,0,0.01,,,,,,
International Superstar Soccer 2000 (All region sales),N64,1999,Sports,Konami Digital Entertainment,0.01,0.26,0.22,0.02,,,,,,
NBA Live 2004,XB,2003,Sports,Electronic Arts,0.44,0.04,0,0.02,85,19,8.2,11,EA Sports,E
Iron Man,DS,2008,Action,Sega,0.35,0.12,0,0.05,56,10,7,4,Artificial Mind and Movement,E10+
Alien: Isolation,XOne,2014,Shooter,Sega,0.22,0.24,0,0.04,78,24,7.8,314,Creative Assembly,M
Dai-4-Ji Super Robot Taisen S,PS,1996,Strategy,Banpresto,0,0,0.48,0.03,,,,,,
Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,82,13,8.4,17,Konami,E
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,THQ,0.37,0.14,0,0.01,62,4,8.8,8,Digital Eclipse,E
Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009,Fighting,Nintendo,0.44,0.03,0,0.04,74,23,8.1,21,8ing/Raizing,T
Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco Bandai Games,0.15,0.12,0.2,0.04,75,45,8.4,55,Namco,T
Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,0,0.46,0,0.05,91,67,8.6,3542,BioWare,M
Dynasty Warriors,PSP,2004,Action,Tecmo Koei,0.18,0,0.3,0.02,62,26,7.3,24,Koei,T
NHL 07,PS2,2006,Sports,Electronic Arts,0.42,0.02,0,0.07,76,11,4.6,51,EA Sports,E10+
SoulCalibur: Broken Destiny,PSP,2009,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,80,52,6.2,45,Bandai Namco Games,T
Dishonored,PC,2012,Action,Bethesda Softworks,0.26,0.19,0,0.06,,,,,,
Dragon Ball: Raging Blast,X360,2009,Fighting,Namco Bandai Games,0.36,0.08,0.02,0.04,56,29,7.5,33,Spike,T
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,0.29,0.16,0.01,0.05,70,16,7.7,67,CyberConnect2,T
Petz: Hamsterz Life 2,DS,2007,Misc,Ubisoft,0.47,0,0,0.04,,,,,,
World Championship Poker,XB,2004,Misc,Crave Entertainment,0.37,0.11,0,0.02,66,7,,,Coresoft,E
The BIGS,PS2,2007,Sports,Take-Two Interactive,0.25,0.19,0,0.06,71,4,4.8,4,Blue Castle Games,E
WWE 2K16,PS3,2015,Sports,Take-Two Interactive,0.22,0.21,0,0.08,,,6,21,Yuke's,T
Final Fantasy,WS,2000,Role-Playing,SquareSoft,0,0,0.51,0,,,,,,
Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,Atari,0.36,0.13,0,0.01,73,26,7,21,Arc System Works,T
NBA Ballers,XB,2004,Sports,Midway Games,0.37,0.11,0,0.02,82,35,8.1,8,Midway,E
Silent Hill 4: The Room,PS2,2004,Action,Konami Digital Entertainment,0.25,0.19,0,0.06,76,54,7.8,191,KCET,M
River Raid II,2600,1988,Shooter,Activision,0.47,0.03,0,0.01,,,,,,
Capcom Classics Collection,PS2,2005,Misc,Capcom,0.22,0.17,0.05,0.06,78,30,8.4,5,Digital Eclipse,T
My Word Coach,Wii,2007,Misc,Ubisoft,0.46,0.01,0,0.04,68,8,,,Ubisoft,E
Monopoly Party,PS2,2002,Misc,Infogrames,0.25,0.19,0,0.06,,,,,,
Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,0.29,0.18,0,0.04,77,47,5.6,39,Electronic Arts,E
NHL FaceOff 98,PS,1997,Sports,Sony Computer Entertainment,0.28,0.19,0,0.03,,,,,,
The Saboteur,X360,2009,Action,Electronic Arts,0.26,0.2,0,0.05,73,69,8.2,141,Pandemic Studios,M
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004,Action,THQ,0.36,0.13,0,0.01,56,4,,,Tantalus Interactive,E
Sonic Riders,PS2,2006,Racing,Sega,0.42,0.02,0,0.07,55,41,7.2,25,Sonic Team,E
Looney Tunes: Back in Action,PS2,2003,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0,0.06,51,9,7.5,6,Warthog,E
Monsters vs. Aliens,DS,2009,Action,Activision,0.33,0.13,0,0.05,47,8,,,Griptonite Games,E
Midnight Magic,2600,1983,Action,Atari,0.47,0.03,0,0.01,,,,,,
NHL 09,X360,2008,Sports,Electronic Arts,0.45,0.01,0,0.04,88,41,8.4,61,EA Canada,E10+
Bully: Scholarship Edition,Wii,2008,Action,Take-Two Interactive,0.17,0.28,0,0.06,83,34,8.4,60,Rockstar Toronto,T
WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,0.44,0.03,0,0.04,81,50,7.8,46,Yuke's,T
Midnight Club II,XB,2003,Racing,Take-Two Interactive,0.42,0.06,0,0.02,86,33,7.6,12,Rockstar San Diego,T
Monster Hunter Freedom 2,PS3,2011,Role-Playing,Capcom,0,0,0.5,0,,,,,,
Tiger Woods PGA Tour 07,PS3,2006,Sports,Electronic Arts,0.31,0.12,0,0.07,81,30,,,EA Redwood Shores,E
Ratatouille,Wii,2007,Action,THQ,0.43,0.03,0,0.04,62,16,6.7,12,Asobo Studio,E
Avatar: The Last Airbender,GC,2006,Adventure,THQ,0.39,0.1,0,0.01,60,10,6.5,4,AWE Games,E10+
Blue's Clues: Blue's Big Musical,PS,2001,Misc,THQ,0.28,0.19,0,0.03,,,,,,
The Mummy Returns,PS2,2001,Action,Universal Interactive,0.25,0.19,0,0.06,44,13,7,11,Blitz Games,T
Cars Toon: Mater's Tall Tales,Wii,2010,Misc,Disney Interactive Studios,0.45,0.02,0,0.03,,,,,Disney Interactive Studios,E
Paws & Claws: Dogs & Cats Best Friends,DS,2007,Simulation,THQ,0.46,0.01,0,0.04,,,,,,
Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,0.25,0.19,0,0.06,83,36,8.4,104,Io Interactive,M
Disney Sing It,PS2,2008,Misc,Disney Interactive Studios,0.25,0.19,0,0.06,,,,,Zoe Mode,E
Chopper Command,2600,1982,Shooter,Activision,0.47,0.03,0,0.01,,,,,,
Lost: Via Domus,PS3,2008,Action,Ubisoft,0.19,0.22,0,0.09,54,30,6.9,28,Ubisoft Montreal,T
Crash: Mind Over Mutant,PS2,2008,Platform,Vivendi Games,0.25,0.19,0,0.06,73,7,6.5,36,Radical Entertainment,E10+
Activision Anthology,PS2,2002,Misc,Activision,0.25,0.19,0,0.06,75,13,7.7,6,Contraband Entertainment,E
Picross DS,DS,2007,Puzzle,Nintendo,0.17,0.02,0.3,0.02,83,33,8.7,36,Jupiter Corporation,E
Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,0.1,0.34,0,0.07,78,36,6.6,55,Konami,E
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.36,0.02,0.07,0.04,63,31,7.1,24,TOSE,T
Test Drive Unlimited,PSP,2007,Racing,Atari,0.08,0.27,0,0.15,80,18,7.3,29,Melbourne House,E10+
Harry Potter and the Half-Blood Prince,PSP,2009,Action,Electronic Arts,0.18,0.2,0,0.12,,,6.6,9,EA Bright Light,E
Unit 13,PSV,2012,Shooter,Sony Computer Entertainment,0.25,0.13,0.04,0.07,71,60,7.5,169,Zipper Interactive,T
R.U.S.E.,PS3,2010,Strategy,Ubisoft,0.18,0.22,0.02,0.08,76,37,7.3,50,Eugen Systems,T
Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,0.22,0.07,0.18,0.02,78,60,7.8,113,Indies Zero,E10+
Prince of Persia Trilogy,PS3,2010,Action,Ubisoft,0.17,0.24,0,0.09,,,,,,
Goldeneye 007: Reloaded,X360,2011,Shooter,Activision,0.25,0.2,0,0.05,72,56,6,96,Eurocom Entertainment Software,T
Rugrats in Paris: The Movie,N64,2000,Action,THQ,0.4,0.09,0,0.01,,,,,,
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009,Adventure,GSP,0.12,0.32,0,0.06,,,,,,
Star Wars: Jedi Starfighter,PS2,2002,Simulation,Activision,0.24,0.19,0,0.06,81,22,8.3,8,LucasArts,T
Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Nintendo,0.13,0.05,0.31,0.01,88,20,9.1,26,Quest,E
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010,Shooter,Activision,0.24,0.18,0,0.08,,,,,,
Super Robot Taisen MX,PS2,2004,Strategy,Banpresto,0,0,0.5,0,,,,,,
Sega Bass Fishing,Wii,2008,Sports,Sega,0.45,0.01,0,0.04,59,29,6.3,9,Cavia Inc.,E
Bases Loaded '96: Double Header,PS,1995,Sports,Jaleco,0.28,0.19,0,0.03,,,,,,
Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,83,64,8.7,25,Team Ninja,M
RPG Maker,PS,1997,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,66,11,8.2,9,Kuusou Kagaku,E
Major League Baseball 2K12,X360,2012,Sports,Take-Two Interactive,0.47,0,0,0.03,68,19,6.4,22,Visual Concepts,E
Rooms: The Main Building,DS,2010,Adventure,Nintendo,0.1,0.34,0.01,0.05,56,23,,,HandMade Game,E
Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,0.46,0,0,0.04,65,10,7.4,5,Konami,E10+
Burnout Revenge,X360,2006,Racing,Electronic Arts,0.42,0.04,0,0.04,89,61,8.1,140,Criterion Games,E10+
Star Wars: Clone Wars,PS2,2002,Shooter,LucasArts,0.24,0.19,0,0.06,,,,,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,0.24,0.19,0,0.06,65,8,7.3,8,THQ,E
Madden NFL 13,Wii,2012,Sports,Electronic Arts,0.47,0,0,0.03,,,7.3,4,EA Tiburon,E
Madden NFL 11,PS2,2010,Sports,Electronic Arts,0.41,0.02,0,0.07,,,7,4,EA Tiburon,E
Monster Hunter,PS2,2004,Role-Playing,Capcom,0.11,0.08,0.28,0.03,68,37,8.9,46,Capcom,T
NBA Street Homecourt,X360,2007,Sports,Electronic Arts,0.45,0.01,0,0.04,80,42,8.2,30,EA Canada,E
Tony Hawk's Underground 2,GC,2004,Sports,Activision,0.38,0.1,0,0.01,82,30,8.9,17,Neversoft Entertainment,T
SplashDown: Rides Gone Wild,PS2,2003,Racing,THQ,0.24,0.19,0,0.06,80,25,8.7,16,Rainbow Studios,E
Super Famista 5,SNES,1996,Sports,Namco Bandai Games,0,0,0.5,0,,,,,,
Shrek SuperSlam,PS2,2005,Action,Activision,0.24,0.19,0,0.06,67,21,9,26,Shaba Games,E10+
Rayman Advance,GBA,2001,Platform,Ubisoft,0.36,0.13,0,0.01,84,17,8.4,16,Digital Eclipse,E
Super Robot Taisen Z,PS2,2008,Strategy,Namco Bandai Games,0,0,0.5,0,,,,,,
PoPoLoCrois Monogatari,PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.46,0.03,,,,,,
Wet,X360,2005,Shooter,Bethesda Softworks,0.23,0.21,0.01,0.05,69,79,7.3,86,Artificial Mind and Movement,M
Tomb Raider: Anniversary,PS2,2007,Action,Eidos Interactive,0.41,0.02,0,0.07,,,8.2,29,Crystal Dynamics,T
Fantastic 4,PS2,2005,Action,Activision,0.41,0.01,0,0.07,64,42,7.8,19,7 Studios,T
Men in Black II: Alien Escape,PS2,2002,Shooter,Infogrames,0.24,0.19,0,0.06,50,19,7.3,6,Melbourne House,T
RealSports Tennis,2600,1982,Sports,Atari,0.46,0.03,0,0.01,,,,,,
Nicktoons: Attack of the Toybots,PS2,2007,Platform,THQ,0.24,0.19,0,0.06,,,,,Blue Tongue,E
Raiders of the Lost Ark,2600,1981,Action,Atari,0.46,0.03,0,0.01,,,,,,
Gauntlet,2600,1982,Action,Answer Software,0.46,0.03,0,0.01,,,,,,
Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,0.27,0.14,0.04,0.04,70,67,8.1,157,Spicy Horse,M
Madden NFL 07,Wii,2006,Sports,Electronic Arts,0.46,0,0,0.04,81,35,8,16,EA Canada,E
Spider-Man 2,DS,2004,Action,Activision,0.41,0.02,0.03,0.04,61,46,5,6,Vicarious Visions,E
Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,75,59,7.2,56,Namco Bandai Games,E
Picross 3D,DS,2009,Puzzle,Nintendo,0.28,0.03,0.16,0.02,83,35,8.4,33,HAL Labs,E
Dynasty Warriors: Gundam 2,PS3,2008,Action,Namco Bandai Games,0.09,0.06,0.32,0.03,54,22,7,28,Omega Force,T
Cars Mater-National Championship,Wii,2007,Racing,THQ,0.46,0,0,0.04,,,6.7,6,Incinerator Games,E
Tony Hawk's Underground 2,GBA,2004,Sports,Activision,0.35,0.13,0,0.01,70,4,,,Vicarious Visions,E
Super Monkey Ball 3D,3DS,2011,Action,Sega,0.26,0.15,0.05,0.04,55,57,5.5,31,Sega,E
Euro Truck Simulator,PC,2008,Simulation,Rondomedia,0,0.42,0,0.07,,,7.6,35,SCS Software,
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006,Platform,THQ,0.44,0.02,0,0.04,57,16,5.6,7,Blitz Games,E
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,2015,Action,Square Enix,0,0,0.49,0,,,,,,
F1 2012,X360,2012,Racing,Codemasters,0.1,0.34,0,0.05,84,42,6.9,56,Codemasters,E
NBA 2K11,Wii,2010,Action,Take-Two Interactive,0.46,0.01,0,0.03,,,,,Visual Concepts,E
Ice Hockey,2600,1980,Sports,Activision,0.46,0.03,0,0.01,,,,,,
Tony Hawk's Project 8,X360,2006,Sports,Activision,0.44,0.02,0,0.04,81,65,7.6,38,Neversoft Entertainment,T
Babysitting Mama,Wii,2010,Simulation,505 Games,0.33,0.12,0,0.04,,,,,Cooking Mama Limited,E
Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,0.27,0.1,0.07,0.05,58,34,7.2,46,Racjin,T
The Matrix: Path of Neo,PS2,2005,Action,Atari,0.41,0.01,0,0.07,69,42,7.9,42,Shiny Entertainment,T
Dragon Ball Z: Supersonic Warriors 2,DS,2005,Fighting,Atari,0.13,0.02,0.32,0.02,66,13,7.6,28,Arc System Works,E10+
Sonic Lost World,3DS,2013,Platform,Sega,0.24,0.14,0.07,0.03,59,34,6.5,144,Dimps Corporation,E10+
WWE Wrestlemania X8,GC,2002,Fighting,THQ,0.38,0.1,0,0.01,64,25,6.9,20,Yuke's,T
Boogie,Wii,2007,Misc,Electronic Arts,0.43,0.03,0,0.04,57,37,5.3,54,EA Montreal,E10+
The Price is Right,DS,2008,Misc,Ubisoft,0.46,0,0,0.04,,,,,Ludia Inc.,E
Power Rangers: Dino Thunder,GBA,2003,Action,THQ,0.35,0.13,0,0.01,49,5,,,Natsume,E
GoldenEye: Rogue Agent,XB,2004,Shooter,Electronic Arts,0.34,0.13,0,0.02,61,55,7.2,20,EA LA,T
Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,0.27,0.03,0.17,0.03,78,36,8.7,180,Intelligent Systems,E10+
The Sims,GC,2003,Simulation,Electronic Arts,0.35,0.13,0,0.01,85,16,7.7,22,Edge of Reality,T
Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,0.2,0.21,0,0.08,81,29,7.7,111,PopCap,E10+
Grandia III,PS2,2005,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,77,38,8.3,53,Game Arts,T
Ace Combat: Assault Horizon,X360,2011,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,78,71,6.2,82,Project Aces,T
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006,Shooter,Namco Bandai Games,0,0,0.49,0,,,,,,
Mario & Wario,SNES,1993,Puzzle,Nintendo,0,0,0.49,0,,,,,,
Scarface: The World is Yours,XB,2006,Action,Vivendi Games,0.37,0.11,0,0.02,76,41,8.4,46,Radical Entertainment,M
Resident Evil: The Mercenaries 3D,3DS,2011,Action,Capcom,0.16,0.16,0.13,0.03,65,69,6.4,110,Capcom,M
FIFA Soccer 64,N64,1997,Sports,Electronic Arts,0.16,0.3,0,0.03,,,,,,
Dreamworks Madagascar Kartz,Wii,2009,Racing,Activision,0.29,0.15,0,0.05,,,,,Activision,E
Star Wars Battlefront: Elite Squadron,DS,2009,Shooter,LucasArts,0.42,0.03,0,0.04,61,12,5,8,n-Space,E10+
Epic Mickey: Power of Illusion,3DS,2012,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,,,,,,
Kane & Lynch 2: Dog Days,X360,2010,Shooter,Square Enix,0.2,0.22,0.01,0.05,,,,,,
J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997,Sports,Sega,0,0,0.49,0,,,,,,
SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006,Platform,THQ,0.45,0,0,0.04,56,7,7.3,4,WayForward,E
Backyard Baseball,PS2,2004,Sports,Atari,0.24,0.19,0,0.06,,,7.2,10,Humongous Entertainment,E
WipEout Pulse,PS2,2009,Racing,Sony Computer Entertainment,0,0.15,0,0.33,,,,,,
Middle-Earth: Shadow of Mordor,X360,2014,Action,Warner Bros. Interactive Entertainment,0.28,0.16,0,0.04,,,4.6,77,Behaviour Interactive,M
